Clinic Name,Exact Item Name (Inventory),Fuzzy Item Name (Clinic-Requested),SKU ID,Season (Needed By),Frequency,Volume
Clinic 7,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Summer–Fall,Ongoing,118
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aoe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,75
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,19
Clinic 7,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,79
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,As Needed,49
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloeand-vitamin-e-cornstarch-powder-22oz,KEN-381371178650,Summer–Fall,As Needed,54
Clinic 7,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,As Needed,24
Clinic 7,,protective gear set,,Summer–Fall,As Needed,66
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,46
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,53
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,22
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,64
Clinic 7,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Summer–Fall,As Needed,30
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-clear-1-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930480NSB,Summer–Fall,As Needed,20
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season toothbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,110
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarc powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,114
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,As Needed,14
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,34
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,Ongoing,10
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,66
Clinic 7,,protective gear set,,Summer–Fall,Ongoing,16
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930715,Summer–Fall,As Needed,14
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-clear-1-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930480NSB,Summer–Fall,Ongoing,49
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,29
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 1 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930480NSB,Summer–Fall,As Needed,12
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,48
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,20
Clinic 7,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Summer–Fall,Ongoing,30
Clinic 7,PREP SOLUTION CHLORAPREP™ CLEAR 1 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  clear  1  ml  applicator2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930480NSB,Summer–Fall,As Needed,37
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste  individually boxed,DK-RTP27B,Summer–Fall,As Needed,99
Clinic 7,SAFETY NEEDLE 25G 5/8IN FLIPLOCK,safety needle 25g 5/8in fliplock,HS-SND486,Summer–Fall,Ongoing,39
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,45
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,20
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 202,OS-11870-TBS22,Summer–Fall,Ongoing,109
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrush 2022,OS-11870-TBS22,Summer–Fall,Ongoing,39
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe ad vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,63
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,25
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Summer–Fall,As Needed,93
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,53
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,37
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarh powder 22oz,KEN-381371178650,Summer–Fall,As Needed,115
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,58
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Summer–Fall,As Needed,44
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,Ongoing,10
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,27
Clinic 7,,mask + gloves kit,,Summer–Fall,Ongoing,65
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep-solution-chloraprep™-hi-lite-orange™-10.5-ml-applicator-2%-/-70%-strength-chg-(chlorhexidine-gluconate)-/-isopropyl-alcohol-sterile,BD-930715,Summer–Fall,Ongoing,34
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste  -  individually  boxed,DK-RTP27B,Summer–Fall,As Needed,106
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Summer–Fall,As Needed,47
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season totbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,110
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch pwder 22oz,KEN-381371178650,Summer–Fall,As Needed,34
Clinic 7,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical masc single use,BC-ST323,Summer–Fall,Ongoing,82
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,16
Clinic 7,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbru sh 2022,OS-11870-TBS22,Summer–Fall,Ongoing,61
Clinic 7,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Summer–Fall,Ongoing,41
Clinic 7,,mask + gloves kit,,Summer–Fall,As Needed,21
Clinic 7,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Summer–Fall,Ongoing,70
Clinic 7,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitain e cornstarch powder 22oz,KEN-381371178650,Summer–Fall,Ongoing,81
Clinic 7,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe-60ml-ll-latex-free-configure,BD-309653,Summer–Fall,As Needed,28
Clinic 7,,clinic ppe bundle,,Summer–Fall,As Needed,62
Clinic 7,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Summer–Fall,Ongoing,29
Clinic 7,,clinic ppe bundle,,Summer–Fall,Ongoing,48
Clinic 7,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Summer–Fall,Ongoing,13
Clinic 8,,dental cleaning kit,,Winter–Spring,Ongoing,10
Clinic 8,,oral hygiene set,,Winter–Spring,As Needed,18
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,35
Clinic 8,,mouth care bundle,,Winter–Spring,Ongoing,8
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe  and  vitamin  e  cornstarch  powder  22oz,KEN-381371178650,Winter–Spring,As Needed,118
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tothpaste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,88
Clinic 8,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Winter–Spring,As Needed,10
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Winter–Spring,As Needed,112
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,46
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,44
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 m applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,25
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tohpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,86
Clinic 8,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe 60ml ll latex free confiure,BD-309653,Winter–Spring,Ongoing,12
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strngth chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,18
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrsh 202,OS-11870-TBS22,Winter–Spring,Ongoing,84
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tootbrush 2022,OS-11870-TBS22,Winter–Spring,Ongoing,95
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight  fabric  face  cover  not  a  medical  maks  single  use,BC-ST323,Winter–Spring,Ongoing,69
Clinic 8,,oral hygiene set,,Winter–Spring,As Needed,24
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,32
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep  solution  chloraprep™  hi-lite  orange™  10.5  ml  applicator  2%  /  70%  strength  chg  (chlorhexidine  gluconate)  /  isopropyl  alcohol  sterile,BD-930715,Winter–Spring,Ongoing,17
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,34
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,53
Clinic 8,PREP SOLUTION CHLORAPREP™ CLEAR 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930700,Winter–Spring,Ongoing,43
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,45
Clinic 8,PREP SOLUTION CHLORAPREP™ SCRUB TEAL™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL,prep solution chloraprep™ scrub teal™ 10.5 ml applictor 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol,BD-930725,Winter–Spring,Ongoing,20
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,32
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Winter–Spring,As Needed,111
Clinic 8,,dental cleaning kit,,Winter–Spring,As Needed,25
Clinic 8,,dental cleaning kit,,Winter–Spring,As Needed,13
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isoproyl alcohol sterile,BD-930715,Winter–Spring,As Needed,45
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930415,Winter–Spring,Ongoing,45
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha-open-season-tothbrsh-2022,OS-11870-TBS22,Winter–Spring,As Needed,81
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,As Needed,71
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,11
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,105
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbru sh 2022,OS-11870-TBS22,Winter–Spring,As Needed,110
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,113
Clinic 8,,dental cleaning kit,,Winter–Spring,As Needed,26
Clinic 8,,oral hygiene set,,Winter–Spring,Ongoing,8
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexdine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,As Needed,10
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha  open  season  toothbrsh  2022,OS-11870-TBS22,Winter–Spring,Ongoing,46
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tootpaste - individually boxed,DK-RTP27B,Winter–Spring,As Needed,41
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg(chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,37
Clinic 8,"SYRINGE  10ML LL STERILE BD LUER-LOK TIP SYRINGE, DISPOSABLE, PRECISIONGLIDE NEEDLE","syringe  10ml ll sterile bd luer-lok tip syringe, disposable, precisionglide needle",BD-309642-20,Winter–Spring,Ongoing,38
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,39
Clinic 8,GEHA OPEN SEASON TOOTHBRUSH 2022,geha open season tothbrs 2022,OS-11870-TBS22,Winter–Spring,As Needed,99
Clinic 8,ALOE AND VITAMIN E CORNSTARCH POWDER 22OZ,aloe and vitamin e cornstarch powder 22oz,KEN-381371178650,Winter–Spring,Ongoing,47
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical maks single use,BC-ST323,Winter–Spring,As Needed,79
Clinic 8,,dental cleaning kit,,Winter–Spring,As Needed,7
Clinic 8,,dental cleaning kit,,Winter–Spring,As Needed,9
Clinic 8,SYRINGE 60ML LL LATEX FREE CONFIGURE,syringe  60ml  ll  latex  free  configure,BD-309653,Winter–Spring,As Needed,20
Clinic 8,,mouth care bundle,,Winter–Spring,As Needed,24
Clinic 8,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile gloves, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,Ongoing,22
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (hlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,47
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tootpste - indvidually boxed,DK-RTP27B,Winter–Spring,Ongoing,69
Clinic 8,,oral hygiene set,,Winter–Spring,As Needed,8
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,toothpste - indiidually boxed,DK-RTP27B,Winter–Spring,Ongoing,104
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a edical maks single use,BC-ST323,Winter–Spring,Ongoing,87
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,40
Clinic 8,,oral hygiene set,,Winter–Spring,As Needed,26
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,toothpaste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,81
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric face cover not a medical mask single use,BC-ST323,Winter–Spring,Ongoing,37
Clinic 8,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile glovs, powder free, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,As Needed,38
Clinic 8,LIGHTWEIGHT FABRIC FACE COVER NOT A MEDICAL MASK SINGLE USE,lightweight fabric fac cover not a medical maks single use,BC-ST323,Winter–Spring,Ongoing,39
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 10.5 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 10.5 ml applicator 2% / 70% strength hg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930715,Winter–Spring,Ongoing,35
Clinic 8,PREP SOLUTION CHLORAPREP™ HI-LITE ORANGE™ 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ hi-lite orange™ 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / sopropyl alcohol sterile,BD-930415,Winter–Spring,Ongoing,36
Clinic 8,,dental cleaning kit,,Winter–Spring,Ongoing,12
Clinic 8,TOOTHPASTE - INDIVIDUALLY BOXED,tothpste - individually boxed,DK-RTP27B,Winter–Spring,Ongoing,78
Clinic 8,"NITRILE GLOVES, POWDER FREE, NON STERILE SIZE LARGE AMBIDEXTROUS ASST COLORS","nitrile golves, powder ree, non sterile size large ambidextrous asst colors",GEN-EG-NITRILE-LG,Winter–Spring,As Needed,48
Clinic 8,PREP SOLUTION CHLORAPREP™ CLEAR 3 ML APPLICATOR 2% / 70% STRENGTH CHG (CHLORHEXIDINE GLUCONATE) / ISOPROPYL ALCOHOL STERILE,prep solution chloraprep™ clear 3 ml applicator 2% / 70% strength chg (chlorhexidine gluconate) / isopropyl alcohol sterile,BD-930400,Winter–Spring,As Needed,14
